restaurant_name,location,primary_cuisine,cuisine_tags,cost,budget_label,rating,votes,address,affordability
The Beer Cafe,Koramangala 4Th Block,Finger Food,"['Finger Food', 'Chinese', 'Italian', 'Burger']",,,3.4,1177,"33, 80 Feet Road, Near Maharaja Signal, Koramangala 4th Block, Bangalore",unknown
Ruh's Cafe,Btm,Cafe,"['Cafe', 'American', 'Italian', 'Continental', 'Chinese']",,,4.4,465,"294, 4th Floor, 7th Main, 7th Cross, Mico Employees Griha Nirmana Sangha Layout, 2nd Stage, BTM, Bangalore",unknown
Tawa Sagara,Jayanagar,Mangalorean,"['Mangalorean', 'Seafood']",,,3.9,122,"29/1, 30th Cross, 4th T Block, Thilknagar, Jayanagar, Bangalore",unknown
Eshmeet Da Dhaba,Koramangala 6Th Block,North Indian,"['North Indian', 'Chinese']",,,4.4,121,"37, 80 Feet Road, Opposite Indian Oil Petrol Bank, Koramangala 6th Block, Bangalore",unknown
Eatery Have U Been,Btm,Cafe,"['Cafe', 'Chinese', 'Fast Food', 'Burger', 'North Indian']",,,3.3,35,"767-768, 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bangalore",unknown
Hunger2Eat,Btm,Biryani,"['Biryani', 'Fast Food', 'North Indian']",,,3.1,26,"24, Ground floor, 3rd B Cross Road, 18th Main Road, Kuvempu Nagar, Stage 2, BTM, Bangalore",unknown
Atithi,Hsr,North Indian,"['North Indian', 'Chinese', 'Street Food']",,,3.9,224,"219/2, 1st Floor, 9th Main, 15th A Cross, 6th Sector, HSR, Bangalore",unknown
Wow Vada Pav,Indiranagar,Street Food,"['Street Food', 'American']",,,3.8,27,"BUILDING # 86, Shop # 3, WOW VADA PAV & CHAAT CHATORE CAFE, 1st Cross BETWEEN 17TH Main Road & 17th B MAIN ROAD, Near Bajaj Kawasaki Service Center, off 100 Feet Road , HAL 2ND STAGE, Indiranagar, Bangalore",unknown
Kulfisthan,Hsr,Ice Cream,['Ice Cream'],,,3.9,7,"150, 9th Main Road, Sector 6, HSR Layout, Bangalore",unknown
Black Cup Cafe,Btm,Cafe,"['Cafe', 'Fast Food', 'Beverages']",,,3.5,28,"3, Christ School Main Road, Bharathi Layout, SG Palya, BTM, Bangalore",unknown
Juice 99,Btm,Fast Food,"['Fast Food', 'Beverages']",,,3.0,20,"Tavarekere Main Road, 2nd Stage, BTM, Bangalore",unknown
Tanu Di's Kitchen,Koramangala 1St Block,North Indian,"['North Indian', 'South Indian', 'Bengali']",,,3.5,0,"36/1, Sarjapur Main Road, Jakkasandra, 1st Block Koramangala, Bangalore",unknown
Galli Belly,Domlur,Sandwich,"['Sandwich', 'Rolls']",,,4.0,9,"236, Shop 3, Near Hero Honda Show Room, Amarjyoti Layout, Domlur, Bangalore",unknown
Shake The Shake,Ejipura,Juices,['Juices'],,,3.6,0,"52, Ejipura Main Road, Ejipura, Bangalore",unknown
Haagen Dazs,Koramangala 7Th Block,Ice Cream,"['Ice Cream', 'Desserts']",,,4.7,79,"Ground Floor, Forum Mall, Hosur Road, Koramangala 7th Block, Bangalore",unknown
Chef Baker's,Koramangala 1St Block,Bakery,['Bakery'],,,3.9,37,"S-8, Sapthagiri Mansion, 1st, Block, 80 Feet Road, Koramangala 1st Block, Bangalore",unknown
Wats Ur Scoop?,Indiranagar,Desserts,"['Desserts', 'Ice Cream']",,,2.8,56,"172, 2nd Cross Road, Indiranagar Double Road, Indiranagar, Bangalore",unknown
Sri Ganesha Fruit Juice Centre,Domlur,Juices,"['Juices', 'Beverages']",,,4.1,18,"15, Ground Floor, 1st Main, Near Shanti Sagar, Domlur, Bangalore",unknown
Mustard Food Court,Koramangala 3Rd Block,North Indian,"['North Indian', 'Chinese']",,,4.2,165,"1050, 1st Floor, 80 Feet Road, 3rd Block, Koramangala 3rd Block, Bangalore",unknown
Bawarchi Inn,Btm,North Indian,"['North Indian', 'Biryani', 'Andhra', 'Chinese']",,,4.1,140,"1, 1st Floor, BTM Complex, 9th Main Road, 1st Stage, BTM, Bangalore",unknown
Indori Chatorey,Btm,North Indian,"['North Indian', 'Street Food']",,,4.4,137,"157, Ground Floor, 4th Cross, Venkateshwara Layout, S.G Palya, BTM, Bangalore",unknown
Cafe Terra,Koramangala 1St Block,Cafe,"['Cafe', 'Continental']",,,4.7,779,"1004, Wipro Signal, 80 Feet Road, 1st Block, Koramangala 1st Block, Bangalore",unknown
House of Chaaps,Koramangala 1St Block,North Indian,"['North Indian', 'Rolls']",,,3.3,0,"225, SriDevi Mansion, 1st Main, Koramangala 1st Block, Bangalore",unknown
China Tang,Btm,Chinese,['Chinese'],,,4.5,41,"1, 1st Floor, BTM Complex, 9th Main Road, Opposite Reliance Fresh, 1st Stage, BTM, Bangalore",unknown
Desi Bytes,Old Airport Road,North Indian,"['North Indian', 'Chinese']",,,4.3,97,"11, Kodihalli, Old Airport Road, Bangalore",unknown
Chefie,Btm,Continental,"['Continental', 'Fast Food', 'Italian', 'North Indian']",,,3.5,16,"No. 7, 2nd cross, 2nd main, Brindavanagar, Suddagunte Palya Tavarekere, Bangalore",unknown
Swathi Maharaja,Koramangala 4Th Block,Andhra,"['Andhra', 'North Indian', 'Chinese', 'Biryani']",,,3.9,291,"3, 80 Feet Road, ST Bed, 4th Block, Koramangala 4th Block, Bangalore",unknown
Cafe Noir,Koramangala 7Th Block,European,"['European', 'French', 'Salad']",,,4.2,0,"K Ramaiah Industrial Shed 2, 1st Main Road, Chikka Adugodi, Koramangala 7th Block, Bangalore",unknown
Begin with us....Tea Time Cafe,Koramangala 7Th Block,Beverages,"['Beverages', 'Tea']",,,3.6,37,"353/354, 1st A cross, Koramangala 7th Block, Bangalore",unknown
Donne Biriyani Mane,Domlur,Biryani,"['Biryani', 'North Indian']",,,4.4,22,"413, 7th Cross, Oppsite to HDFC Bank, Domlur, Bangalore",unknown
FreshBakes,Koramangala 1St Block,Bakery,"['Bakery', 'Desserts']",,,3.7,0,"38/1, SLV building, 1 main, jaksandra, kateramma temple, kormangla 1 st block, Bangalore-560034",unknown
The Hidden Cafe,Koramangala 1St Block,North Indian,"['North Indian', 'Fast Food']",,,3.6,96,"Venkatapura Main Road, Koramangala 1st Block, Bangalore",unknown
Navya Foods,Hsr,North Indian,"['North Indian', 'Fast Food']",,,4.5,7,"119/19, Ground Floor, 10th Cross, Venkateshwara Layout, SG Palya, HSR, Bangalore",unknown
Ustaad Biryani,Hsr,Biryani,['Biryani'],,,4.0,5,"521/570, 2nd Floor, Teacher's Colony, Venkatapura, HSR, Bangalore",unknown
Snack Knack,Btm,North Indian,"['North Indian', 'Chinese']",,,3.9,37,"5, 16th Main, 2nd Stage, BTM, Bangalore",unknown
Khan's Biryani,Btm,Biryani,"['Biryani', 'North Indian']",,,3.8,11,"75, Near Tavarekere Bus Stop, Tavarekere Road",unknown
Waffle In The Box,Hsr,Desserts,['Desserts'],,,3.7,0,"405/3, 6th D Cross, Venkatapura, HSR, Bangalore",unknown
Cookie Man,Koramangala 7Th Block,Bakery,['Bakery'],,,4.3,100,"Forum Mall, Hosur Road, Koramangala 7th Block, Bangalore",unknown
Lassi Pot,Btm,Beverages,['Beverages'],,,4.3,4,"2, Lassi Pot, 1st main road, maruthi nagar, BTM 1st stage, BTM, Bangalore",unknown
Ghee Positive,Koramangala 8Th Block,North Indian,"['North Indian', 'Chinese']",,,3.6,48,"9, Nanjappa Reddy Layout, Koramangala 8th Block, Bengaluru",unknown
Melting Melodies,Koramangala 1St Block,Bakery,"['Bakery', 'Desserts']",,,3.7,0,"13, 8th Cross Road, Venkatapura, Koramangala 1st Block, Bangalore",unknown
Tasty Jigarthanda,Btm,Beverages,"['Beverages', 'Ice Cream']",,,4.1,11,"99, 100ft Ring Road, 2nd Colony, 1st Stage, BTM, Bangalore",unknown
Zaica Dine & Wine,Indiranagar,North Indian,['North Indian'],,,3.7,1021,"2010, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",unknown
Healthy Parathawala,Btm,North Indian,['North Indian'],,,3.4,0,"22, Ground Floor, 9th Main, 2nd Cross Road, BTM Layout 1, Bangalore",unknown
Mycakeshop,Btm,Bakery,"['Bakery', 'Desserts']",,,3.4,0,"29, 7th Cross Road, Bhavani Nagar, Suddagunte Palya, BTM, Bangalore",unknown
Tasty Magic,Btm,Chinese,"['Chinese', 'North Indian']",,,3.1,73,"20-1, Chikkadugodi Main Road, DRC Post",unknown
Lord of Combos,Hsr,North Indian,['North Indian'],,,3.6,28,"1160, 5th Main Rd, Sector 7, HSR, Bangalore",unknown
Kopper Kadai,Koramangala 5Th Block,North Indian,"['North Indian', 'Chinese']",,,4.7,1697,"77/A, Ground Floor, Cygnus Chambers, JNC Road, Koramangala 5th Block, Bangalore",unknown
Big Mummy,Indiranagar,Fast Food,"['Fast Food', 'Biryani']",,,3.8,214,"106, 18th Main, Off 100 Feet Road, Indiranagar, Bangalore",unknown
The Monalisa Restaurant,Koramangala 5Th Block,Chinese,['Chinese'],,,3.3,4,"Shop L1 01, Splendid Plaza, Near Sukh Sagar, Koramangala 5th Block, Bangalore",unknown
Rajan's Cafe,Domlur,North Indian,"['North Indian', 'Chinese', 'Fast Food']",,,4.1,79,"236,7th Main, Amar Jyothi Layout, Domlur, Bangalore",unknown
Carrots,Koramangala 6Th Block,Italian,"['Italian', 'North Indian', 'Healthy Food', 'Desserts']",,,3.5,603,"607, First Floor, 80 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",unknown
TRIGEREATO,Koramangala 8Th Block,Cafe,"['Cafe', 'Continental', 'Beverages']",,,2.6,103,"584, 80 Feet Road, 5th Floor, Koramangala 8th Block, Bangalore",unknown
Swaadam Veg,Btm,South Indian,"['South Indian', 'Chinese']",,,4.2,34,"84, Hosur Main Road, Madivala, BTM, Bangalore",unknown
Kinpeetos,Koramangala 5Th Block,Lebanese,"['Lebanese', 'Greek']",,,4.2,64,"203, KHB Block, Koramangala 5th Block, Bangalore",unknown
Elmas Restaurant,Koramangala 7Th Block,North Indian,"['North Indian', 'Kerala', 'Chinese', 'Biryani', 'Seafood', 'South Indian']",,,4.2,34,"412/A, 1st C Cross, Near Forum Mall, 7th Block, Koramangala 7th Block, Bangalore",unknown
Qube Cafe,Koramangala 4Th Block,Cafe,"['Cafe', 'Desserts']",,,4.6,169,"643, Indiqube Octagon, 80 Feet Road, Koramangala 4th Block, Bangalore",unknown
Khiche Chale Aao,Koramangala 6Th Block,North Indian,"['North Indian', 'Fast Food']",,,4.0,0,"11, Eat Street, 80 Feet Road, Opposite Indian Oil Petrol Station, Koramangala 6th Block, Bangalore",unknown
Caramel Shake,Btm,Beverages,"['Beverages', 'Juices', 'Ice Cream']",,,4.4,0,"40/3, 7th Cross Road, Bhavani Nagar, Suddagunte Palya, BTM, Bangalore",unknown
Chaska Bun,Koramangala 5Th Block,Fast Food,['Fast Food'],,,3.2,166,"34, 5th Cross, Koramangala 5th Block, Bangalore",unknown
Daawat Restaurant Bar & Pub,Koramangala 7Th Block,Finger Food,"['Finger Food', 'North Indian', 'Seafood', 'Mangalorean', 'Chinese']",,,4.4,9,"Maruti Plaza, 340, 1st B Main Road, Koramangala 7th Block, Bangalore",unknown
Sharma's Malai & Masala,Koramangala 1St Block,North Indian,['North Indian'],,,4.7,457,"1018, 80 Feet Road, Near Wipro Tech Park, 1st Block, Koramangala 1st Block, Bangalore",unknown
BelgYum,Koramangala 7Th Block,Desserts,['Desserts'],,,3.8,69,"Ground Floor, Forum Mall, Koramangala 7th Block, Bangalore",unknown
Tangerine - Davanam Sarovar Portico Suites,Koramangala 2Nd Block,Continental,"['Continental', 'Italian', 'North Indian', 'Asian', 'Bakery', 'Chinese', 'European', 'Japanese']",,,4.4,151,"Davanam Plaza, Next To Total Mall Madivala, Hosur Road, Sidharata Colony, Santhosapuram, Koramangala 2nd Block, Bangalore",unknown
My Tea House,Banashankari,Continental,"['Continental', 'Asian']",,,3.7,0,"572, 30th Main, 3rd Stage, Banashankari, Bangalore",unknown
Guns N Roses,Ejipura,Fast Food,"['Fast Food', 'Biryani']",,,4.7,23,"1/7, 2nd Floor, 21st Cross, Ejipura Main Road, Ejipura, Bangalore",unknown
New Friends,Btm,North Indian,"['North Indian', 'Continental', 'Chinese', 'Steak']",,,4.0,273,"12/11, Opposite SBM Bank, 20th Main, 100 Feet Road, BTM, Bangalore",unknown
Oregano Pizzeria,Koramangala 4Th Block,Cafe,"['Cafe', 'Italian', 'Pizza']",,,3.4,52,"925, Opposite Magnus Diagnostic Center, ST Bed Layout, Koramangala 4th Block, Bangalore",unknown
Tandoori,Koramangala 5Th Block,North Indian,"['North Indian', 'Rolls']",,,3.7,0,"474, Ground floor, 1st cross road, KHB Colony, Koramangala 5th Block, Bangalore",unknown
The Chai Stop,Koramangala 5Th Block,Fast Food,"['Fast Food', 'Tea']",,,4.2,0,"66, Jyothi Nivas College Road, Industrial Layout, Koramangala 5th Block, Bangalore",unknown
Cafe 221B,Btm,Cafe,"['Cafe', 'Beverages']",,,2.8,49,"30, SG Palya Main Road, Madiwala, BTM, Bangalore",unknown
Night Restro,Btm,North Indian,"['North Indian', 'Chinese']",,,2.6,224,"4, 4th Main Road, Bhrudhavan Nagar, Near Health India, BTM, Bangalore",unknown
Cinnamon,Hsr,North Indian,"['North Indian', 'Chinese', 'Biryani']",,,4.1,450,"78, Ground Floor, Right Wing, 11th Main, 14th Cross, Behind BDA Complex, HSR, Bangalore",unknown
Laziz Pizza,Koramangala 7Th Block,Fast Food,"['Fast Food', 'Burger', 'Pizza']",,,3.9,46,"Shop 213, Grace Point, Opposite Bosch Back Gate, 1st Main Road, Koramangala 7th Block, Bangalore",unknown
7 Plates,Koramangala 5Th Block,Mughlai,"['Mughlai', 'Fast Food']",,,3.9,259,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",unknown
DVG Benne Dosa,Domlur,South Indian,['South Indian'],,,3.4,28,"236, Shop No 1, Amarjyothi Layout, Domlur, Bangalore",unknown
Juice Junction Food Court,Koramangala 6Th Block,Beverages,"['Beverages', 'Juices', 'Fast Food']",,,3.7,70,"110, 17-B Main, 6th Block, Koramangala 6th Block, Bangalore",unknown
Flavour of Himalaya,Koramangala 5Th Block,Asian,['Asian'],,,3.5,24,"271, Opposite Amruth Park Entrance, 17th F Main, KHB Colony, Koramangala 5th Block, Bangalore",unknown
Shabari Kitchen,Koramangala 1St Block,South Indian,"['South Indian', 'Chinese']",,,4.3,16,"10, Venkatapura Main Road, Teacher's Colony, Jakkasandra, Koramangala 1st Block",unknown
Fill N Chill Resto Bar & Pub,Koramangala 4Th Block,Finger Food,"['Finger Food', 'North Indian', 'Chinese']",,,4.0,598,"107/2, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",unknown
INDULGE by InnerChef,Koramangala 7Th Block,Desserts,"['Desserts', 'Bakery']",,,4.1,29,"1st Floor, 1st Cross, Besides Bosch, Koramangala 7th Block, Bangalore",unknown
Mist n Creams,Ejipura,Ice Cream,['Ice Cream'],,,3.5,0,"361, First Floor, 1st Main Road, 5th Cross, Sriniavagilu, Chandra Reddy Layout, S T Bed Layout, Koramangala 1st Block, Bangalore",unknown
Ganesh Restaurant,Koramangala 5Th Block,Chinese,"['Chinese', 'Street Food']",,,3.5,51,"183, 5th Cross, Koramangala 5th Block, Bangalore",unknown
Calvin's,Hsr,Desserts,['Desserts'],,,4.2,22,"253, Ground Floor, 5th Main, 17th Cross, Sector 6, HSR, Bangalore",unknown
Tandoor Garden,Btm,North Indian,"['North Indian', 'Chinese', 'Kebab']",,,4.2,71,"5, 100 Feet Ring Road, Opposite Reliance Fresh, 1st Stage, BTM, Bangalore",unknown
Mandya Gowdru Donne Biriyani,Hsr,Biryani,"['Biryani', 'South Indian']",,,3.9,283,"7th Cross Road, Agara Village, 1st Sector, HSR, Bangalore",unknown
Fiero! Pizzeria,Koramangala 6Th Block,Italian,"['Italian', 'Fast Food', 'Pizza']",,,3.5,62,"15, 19th Main, 60 feet road, Koramangala 6th Block, Bangalore",unknown
Cafe Medley,Koramangala 5Th Block,Cafe,"['Cafe', 'Continental', 'Burger']",,,3.7,1065,"473, KHB Colony, 17th C Main, Koramangala 5th Block, Bangalore",unknown
Sip N Bite,Bommanahalli,Fast Food,"['Fast Food', 'North Indian', 'South Indian', 'Chinese']",,,3.7,11,"NGR Layout, Roopena Agrahara, Bommanahalli, Bangalore",unknown
Big Fat Brownie,Hsr,Bakery,"['Bakery', 'Sandwich']",,,4.3,6,"401, Furnome Piccaso, Near SilkBoard Junction, HSR, Bangalore",unknown
Namms Cafe,Koramangala 2Nd Block,Biryani,"['Biryani', 'South Indian', 'Fast Food', 'Rolls', 'Kebab', 'North Indian']",,,3.8,8,"124, 3rd Floor, 3rd Cross, Behind Venkataramana Swamy Temple, Sidhartha Colony, Madivala, Koramangala 2nd Block, Bangalore",unknown
Arabian Bites,Btm,North Indian,"['North Indian', 'Chinese']",,,3.1,24,"8, Hosur Main Road, BTM, Bangalore",unknown
Nossa Goa,Richmond Road,Goan,"['Goan', 'Seafood', 'Konkan', 'Desserts']",,,3.8,300,"38, Castle Street, Ashoknagar, Richmond Road, Bangalore",unknown
Bake and Juice,Btm,Fast Food,"['Fast Food', 'North Indian']",,,4.5,15,"1st Main, Sudugunda Palya, Near Srinivasa Theatre, BTM, Bangalore",unknown
Tomago Roast,Btm,Fast Food,"['Fast Food', 'Beverages']",,,3.2,12,"1191, 18th Main, 2nd Cross, 1st Stage, DRC Post, BTM, Bangalore",unknown
Kevins Kitchen,Koramangala 6Th Block,North Indian,"['North Indian', 'Chinese', 'Biryani']",,,4.7,103,"20th, J cross, Ejipura Rama temple road, Bangalore",unknown
Armaani Caffe,Btm,Fast Food,['Fast Food'],,,4.0,12,"66, 1st Cross Road, KEB Colony, New Gurappana Palya, 1st Stage, BTM Layout, Bangalore",unknown
Attic Lounge,Koramangala 4Th Block,Cafe,['Cafe'],,,3.8,1241,"612, Basil Montana, 4th Floor, Above YES Bank, 80 Feet Road, Koramangala 4th Block, Bangalore",unknown
Bistro Oui,Koramangala 5Th Block,Cafe,"['Cafe', 'Continental', 'Salad', 'Steak']",,,4.5,402,"476, Opposite BDA Park, KHB Colony, Koramangala 5th Block, Bangalore",unknown
Skinz Ooty Chocolate,Koramangala 8Th Block,Desserts,['Desserts'],,,2.9,0,"150/9, Shop No 3, 1st B Main, Koramangala 8th Block, Bangalore",unknown
Frolic,Koramangala 7Th Block,Juices,"['Juices', 'Ice Cream']",,,4.8,34,"Forum Mall, Ground Floor, Koramangala 7th Block, Bangalore",unknown
A3 Nuwang Kitchen,Ejipura,Chinese,"['Chinese', 'North Indian']",,,5.0,42,"6/1, Ejipura Pipeline Road, Ejipura, Bangalore",unknown
Al-Marhaba Restaurant,Btm,Arabian,"['Arabian', 'Chinese', 'North Indian', 'Rolls', 'Momos']",,,4.1,0,"157, Sai Krupa, 1St Cross A Main, Btm Layout, 1St Stage BTM, Bangalore",unknown
Momo Jojo,Btm,Chinese,"['Chinese', 'Tibetan', 'Momos']",,,2.8,6,"7, 2nd Cross, Brindavan Nagar, Ist Main Road, BTM, Bangalore",unknown
Potato Bae,Koramangala 5Th Block,Fast Food,['Fast Food'],,,4.4,56,"70, Prem Chambers, Jyothi Nivas Collage Road, Koramangala 5th Block, Bangalore",unknown
Patiala House,Koramangala 7Th Block,North Indian,"['North Indian', 'Rolls', 'Chinese', 'Biryani']",,,4.8,0,"29, Tavakere Main Road, Behind Forum Mall, Koramangala 7th Block, Bangalore",unknown
Lassi Top,Koramangala 4Th Block,Beverages,"['Beverages', 'Ice Cream']",,,4.5,7,"Oppsite Kalyan Jewellers, Koramangala 4th Block, Bangalore",unknown
iSpice Resto Cafe,Indiranagar,North Indian,"['North Indian', 'Chinese', 'Fast Food']",,,2.9,31,"115,18th Main Road, Indiranagar, Bangalore",unknown
Baba Chatkora,Koramangala 6Th Block,North Indian,['North Indian'],,,4.7,823,"112, 6th Cross, 6th Block, Koramangala, Bangalore",unknown
Pipabu,Koramangala 4Th Block,Continental,"['Continental', 'Italian', 'Chinese']",,,5.0,75,"418/2, Green Leaf Layout, 80 Feet Road, Koramangala 4th Block, Bangalore",unknown
Bharat Kitchen,Koramangala 1St Block,Bengali,"['Bengali', 'Chinese', 'North Indian', 'Oriya']",,,3.9,21,"1/44, Venkatapura Main Road, Koramangala 1st Block, Bangalore",unknown
Bombay Kulfis,Koramangala 5Th Block,Ice Cream,['Ice Cream'],,,2.9,27,"Near Jyoti Nivas College, 1st Main, Koramangala 5th Block, Bangalore",unknown
Ober Cafe,Koramangala 1St Block,Fast Food,"['Fast Food', 'Desserts']",,,4.7,10,"14, 1st Main Road, Koramangala 1st Block, Bangalore",unknown
Lot Like Crepes,Koramangala 7Th Block,Cafe,"['Cafe', 'Desserts', 'Continental']",,,4.6,1026,"203, 1st Main, Koramangala 7th Block, bangalore",unknown
Anvar Bhai's,Btm,North Indian,['North Indian'],,,3.5,0,"Number 15, 4th Main Road, Behind Ayyappan Temple, Besides Nile Residency, BTM",unknown
Cucumber Town,Btm,Kerala,"['Kerala', 'North Indian']",,,3.6,310,"45, Kasthuri Nivasa, 2nd Floor, 19th Main, 2nd Stage, BTM, Bangalore",unknown
FNP Cakes N More,Koramangala 5Th Block,Bakery,['Bakery'],,,4.5,0,"22/1, 5th Cross, 60 Feet Main Road, Koramangala 5th Block, Bengaluru",unknown
Davanagere Benne Dose,Hsr,South Indian,['South Indian'],,,3.2,106,"1131/1, 17th Cross, 7th Sector HSR, Bangalore",unknown
Some Mo',Koramangala 6Th Block,Momos,"['Momos', 'Fast Food']",,,4.0,0,"Eat Street 900, 80 Feet Road, Venkata Reddy Layout, Venkappa Garden, Koramangala 6th Block, Bangalore",unknown
The Kitchen Bandit,Koramangala 2Nd Block,Chinese,"['Chinese', 'North Indian', 'Fast Food']",,,4.9,42,"5th Cross Road, Sidharata Colony, Koramangala 2nd Block, Behind TVS Showroom, Near Ambedkar Statue, Koramangala 2nd Block, Bangalore",unknown
Malabar Treat,Koramangala 1St Block,North Indian,"['North Indian', 'Arabian', 'South Indian', 'Chinese']",,,2.9,6,"8th Cross, Venkatapura Main Road, Koramangala 1st Block, Bangalore",unknown
Xpress Chai,Btm,Tea,['Tea'],,,4.3,6,"934, 16th Main Road, Mico Layout, Kuvempu Nagar, 2nd Stage, BTM, Bangalore",unknown
Kallummakkaya,Btm,South Indian,"['South Indian', 'North Indian']",,,3.6,0,"1187, Shop Number 1, Cashser Road, 1St Stage, BTM, Bangalore",unknown
Harry's Bar + Cafe,Koramangala 7Th Block,Asian,"['Asian', 'American', 'Mexican']",,,4.3,1369,"1, SJR Primus, 1st Floor, Opposites Forum Mall Signal, Koramangala 7th Block, Bangalore",unknown
Kettle & Kegs,Koramangala 1St Block,Tea,"['Tea', 'Beverages']",,,3.7,0,"Above indusind Bank, 1st Floor, Jakkasandra, HSR Layout 5th Sector, Koramangala 1st Block, Bangalore",unknown
Bhaijaan Barbeques,Koramangala 7Th Block,Mughlai,"['Mughlai', 'Arabian', 'Bbq']",,,3.4,6,"154, 1st Main, Koramangala 7th Block, Bangalore",unknown
Habitts,Btm,Fast Food,"['Fast Food', 'Burger', 'Italian', 'Beverages']",,,3.8,61,"18th Main, Cashier Layout, Chocolate Factory Road,1st Stage, BTM, Bangalore",unknown
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Hsr,Cafe,"['Cafe', 'Continental', 'Pizza', 'Salad']",,,3.0,1105,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",unknown
Litti Twist,Hosur Road,Bihari,"['Bihari', 'North Indian']",,,4.2,106,"4/1, 1st Main, Bhuvanappa Layout, Opposite Forum Mall, Hosur Road, Bangalore",unknown
Chai Point,Btm,Tea,"['Tea', 'Beverages', 'Fast Food']",,,3.8,113,"248, Krishna Vaibhav Building, 6th Main, 2nd Stage, BTM, Bangalore",unknown
The Enav Bowl,Koramangala 5Th Block,Healthy Food,"['Healthy Food', 'Beverages', 'Mexican', 'Burger', 'Italian']",,,4.4,20,"163, 17th Main C, KHB Colony, Acura Speciality Hospital, Above The White Spa., Koramangala 5th Block, Bangalore",unknown
